patent_number,patent_title,patent_date,patent_content,patent_nation,patent_url_num,patent_url,,,,,,,,,,,,,,,,,,,,,
108470399,INTELLIGENT SELF-SERVICE CABINET,31.08.2018,"The invention relates to the technical field of self-service and discloses an intelligent self-service cabinet. The intelligent self-service cabinet comprises a cabinet body, a cabinet door, at leastone vending unit and cameras, wherein each vending unit is arranged in the cabinet body and comprises at least one goods shelf and one taking opening; the cameras are arranged at the taking openings and used for shooting information of to-be-sold goods on the goods shelves; each goods shelf comprises an information shooting area which is used for exposing partial surfaces of the to-be-sold goods.According to the intelligent self-service cabinet, the to-be-sold goods in the goods shelves are recognized by artificial intelligence, the vending speed is high, space utilization rate of the cabinetis high, a customer can select the goods freely, and grab-and-go is realized truly.",CN,G07F 11/28,https://www.wipo.int/ipcpub/?symbol=G07F0011280000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108469507,EFFLUENT BOD SOFT MEASUREMENT METHOD BASED ON SELF-ORGANIZATION RBF NEURAL NETWORK,31.08.2018,"The invention discloses an effluent BOD soft measurement method based on a self-organization RBF neural network and relates to the field of artificial intelligence. The method is directly applied to the field of sewage disposal. In order to solve the problems that effluent BOD in the current sewage disposal process cannot be obtained in real time, the manufacturing price of instruments and equipment is high, and the accuracy of a measurement result is low, the effluent BOD soft measurement method based on the self-organization RBF neural network includes the steps of adopting an approach basedon interaction information for extracting effluent BOD feature parameters as input variables of a soft measurement model; designing a self-organization RBF neural network based on error correction-sensitivity analysis and using an improved Levenberg-Marquardt (LM) algorithm for training the network to increase the training speed. It is indicated by a result that the structure of the soft measurement model is compact, the effluent BOD concentration of sewage disposal can be predicted quickly and accurately, and a theoretical support and a technical guarantee are provided for safe and stable running of a sewage disposal process.",CN,G01N 33/18,https://www.wipo.int/ipcpub/?symbol=G01N0033180000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108465244,"AI PARAMETER CONFIGURATION METHOD, DEVICE, EQUIPMENT AND STORAGE MEDIUM FOR RACING AI MODEL",31.08.2018,"The invention discloses an AI parameter configuration method, device, equipment and storage medium for a racing AI model, and belongs to the field of artificial intelligence. The method comprises thesteps that an nth-generation parameter set is obtained, the parameter set in each generation contains m sets of AI parameters used for indicating the movement mode of an automobile race AI model, wherein n is larger than or equal to 1, and m is larger than or equal to 2; the automobile race AI model is controlled to perform adaptation degree test for m times according to the m sets of the AI parameters to obtain m adaptation degrees, wherein according to the movement distance of the AI parameter on a racing track, the adaptation degrees are positively correlated with the automobile race AI model; if the m adaptation degrees are all less than an adaptation threshold, an n+1th-geneartion parameter set is generated according to the nth-generation parameter set; if a target adaptation degree larger than the adaptation threshold exists in the m adaptation degrees, the AI parameter corresponding to the target adaptation degree is configured as a target AI parameter. The AI parameter configuration method, device, equipment and storage medium for the racing AI model has the advantages that the embodiment adopts a genetic algorithm to achieve the automatic adjustment of AI parameters, so that the efficiency of adjustment and configuration of the AI parameters is improved.",CN,A63F 13/795,https://www.wipo.int/ipcpub/?symbol=A63F0013795000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
WO/2018/156745,COMPUTER NETWORK MODELING,30.08.2018,"Disclosed is a computer-based method for automatically detecting characteristics of a computer system that includes different running computers connected by a digital communication network. The method includes receiving machine-readable information about the computers, including information services and software, and building and storing a machine-readable model based on the received information. The model can be a stratified machine-readable model of the software, services, and further computer aspects. The method can also include updating the model and responding to user commands to access both stored and updated models, and/or displaying tagged and/or filtered visual representations of the model to the user. A learning method can be applied to the network using the machine-readable model, with the applying accessing artificial intelligence tags for the model, and associating artificial intelligence tags to elements of the model based on the application of the learning model to the network.",WO,G06F 9/455,https://www.wipo.int/ipcpub/?symbol=G06F0009455000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
20180247356,COMPUTER IMPLEMENTED PLATFORM FOR THE CREATION OF A VIRTUAL PRODUCT,30.08.2018,"A computer implemented platform to create and display a virtual product to be manufactured and/or assembled includes: a database storing variations of components that define variants of the virtual product and data on mechanical coupling of all component variations; a hardware infrastructure storing and running artificial intelligence that selects, suggests, and displays optimal variations among a plurality of variations stored in the database, and a software module creating the variable virtual product, wherein, starting from an initial version, the user can interactively and cyclically choose one or more of the variations selected and suggested by the artificial intelligence and displayed on a graphical user interface, until reaching an acceptable final version to be realized by the manufacturing and/or assembly process; and an interface for interacting with, monitoring and controlling the artificial intelligence and software module and that includes and electronic visual display and input pointing device for control and management.",US,G06Q 30/06,https://www.wipo.int/ipcpub/?symbol=G06Q0030060000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
1.02018E+12,SPEED LIMIT ARTIFICIAL INTELLIGENCE VARIABLE SYSTEM,29.08.2018,"The present invention relates to a speed limit artificial intelligence variable system. More specifically, a speed limit artificial intelligence variable system installs a vehicle speed recognition sensor at every predetermined section of a road, calculates a number and a time of vehicles passing through each section and varies a speed limit appropriate for a speed limit display device. Also, the present invention transmits the speed limit and data varied through a wired/wireless network to a central management server monitoring a road situation while warning speeding. The central management server (300) receives and processes the varied speed limit data to generate a message, and transmits the data to a safety manager monitoring the road situation, a terminal of a road patrol vehicle or a portable computer. Therefore, the safety manager or the road patrol vehicle can check the road situation in real time. The speed limit artificial intelligence variable system comprises: a transmitting device including a buffer part, a memory part, a timer part, a first MICOM, and an output part; and a relay device including a second MICOM, an RF part, the display device, and a communication part. COPYRIGHT KIPO 2018",KR,G08G 1/16,https://www.wipo.int/ipcpub/?symbol=G08G0001160000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108462916,ARTIFICIAL INTELLIGENT SQUARE DANCE FOCUSING SOUND SYSTEM AND METHOD,28.08.2018,"The invention provides an artificial intelligent square dance focusing sound system and method. Sound equipment in the system receives a starting instruction of a mobile terminal, controls a camera toshoot a square dance region, and processes the shot picture so as to obtain a sound signal, and the sound signal is transmitted to a sound generator; the sound generator converts the sound signal into divergent sound energy to outwardly propagate; an acoustic lens diverges the divergent sound energy to the external of the sound equipment, or converges the sound energy transmitted by the external;the sound equipment comprises high-pitched sound equipment located above the center location of the square dance region, and mega bass sound equipment uniformly arranged on the edge of the square dance region; the high-pitched sound equipment is located above the square dance region, and the high pitch is downward and cannot transmit to all directions; and the mega bass sound equipment can re-converge the diverged sound energy into the square dance region, the situation that the noise is propagated to all directions is reduced, and the lives and the reset of the residents at the place out ofthe park and the community activity cannot be influenced.",CN,H04R 1/20,https://www.wipo.int/ipcpub/?symbol=H04R0001200000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108461142,METHOD FOR COLLECTION AND ANALYSIS OF TONGUE IMAGE FACE THROUGH INTELLIGENT DEVICE BASED ON INTERNET OF THINGS,28.08.2018,"The present invention discloses a method for collection and analysis of a tongue image face through an intelligent device based on the internet of things. The method comprises the steps of: employingan intelligent device with built-in artificial intelligence model and algorithm to collect physical fitness test person's tongue images and face data; inputting collected tongue images and face data to automatically identify corresponding symptoms; outputting the data to a front end to timely display the data to the physical fitness test person; allowing the intelligent device to connect with theinternet of things to transmit data to cloud; allowing the cloud to employ a big data storage mode to store the data; and automatically marking symptom marks identified by the device onto the storagedata to allow background managers to check the symptom marks and allow doctors to check whether the symptoms identified by the devices are correct or not, and if not, manually marking symptom marks tocorrect the identification errors of the device. On the basis of establishing a lot of experience data, a mode of normally extracting image features and processing image features is employed withoutdepending on single doctor's experience and a identification mode of a single doctor so as to improve the whole efficiency and the identification accuracy.",CN,G16H 50/20,https://www.wipo.int/ipcpub/?symbol=G16H0050200000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108443637,MODULAR WALL-CLIMBING ROBOT,24.08.2018,"The invention provides a modular wall-climbing robot, and belongs to the field of artificial intelligence. The modular wall-climbing robot comprises four functional modules, namely, a foot type vacuumchuck framework (1), a magnet adsorbing type wheel set (2), a vision system (3) and a chassis (4), wherein the four functional modules can be combined in different modes to form the wall-climbing robot with different functions. Compared with the prior art, the modular wall-climbing robot has the advantages that different modules of the modular wall-climbing robot in actual work are freely combined based on the actual condition of a pipeline system; a foot type vacuum chuck adsorbing mode and a wheel type electromagnetic adsorbing mode are provided, so that the modular wall-climbing robot is applicable to the surfaces of various different materials; and the flexibility and the stability are improved.",CN,F16L 55/28,https://www.wipo.int/ipcpub/?symbol=F16L0055280000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108447540,METHOD FOR GENERATING EXERCISE PRESCRIPTION BY COLLECTING EXERCISE HEALTH DATA,24.08.2018,"The invention discloses a method for generating an exercise prescription by collecting exercise health data. A built-in artificial intelligence model and an algorithmic intelligent device collect individual physical test data; the collected physical test data is classified automatically and used to analyze the physique automatically and generate a customized exercise prescription; the customized exercise prescription is output in the front end and displayed for a physical testee timely, and the physical testee makes exercise in shared treadmill according to the exercise prescription; the intelligent device is connected to the Internet of Things, and transmits physical test and exercise data to the cloud end; the cloud end stores the data in a big data storage manner; and the physical testis marked with an exercise prescription mark generated by the device, a background management staff can check the exercise prescription mark and determine whether the prescription generated by the device is correct, and if NO, the exercise prescription mark can be adjusted manually, and an error of the device is corrected. The method can be used to generate customized scientific exercise prescriptions with slight difference by analyzing and quantifying slight physical difference among different physical testees.",CN,G16H 20/30,https://www.wipo.int/ipcpub/?symbol=G16H0020300000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
207764997,ARTIFICIAL INTELLIGENCE MANDARIN EXERCISE EQUIPMENT,24.08.2018,"The utility model discloses an artificial intelligence mandarin exercise equipment, including central processing unit, central processing unit's input is connected with voice processing module's output electricity, voice processing module's input is connected with the output of speech perception module electricity, the output of speech perception module still is connected with cache module's inputelectricity, cache module's output is connected with central processing unit's input electricity, central processing unit is connected with the two -way electricity of database, central processing unit's input is connected with power module's output end electricity. The utility model discloses a set up pronunciation contrast module and feedback module no. 1, the pronunciation that the messenger people were typeeed contrast with the dialect of various places fast to confirm the dialect kind that the user said, thereby make equipment application scope wide, can use and use the crowd in vast different dialects.",CN,G09B 5/04,https://www.wipo.int/ipcpub/?symbol=G09B0005040000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108421230,ROBOT MOVEMENT METHOD AND ROBOT,21.08.2018,"The invention relates to the field of robots, in particular to a robot movement method and a robot. The method comprises the steps that movement locus information of a badminton in the air is obtainedthrough a locus obtaining assembly and is sent to the robot, a robot position acquisition assembly acquires first position information of a robot chassis, second position information sent by other robots is received, the first position information and the second position information are sent to a control assembly, the control assembly predicts a falling point of the badminton according to the movement locus information, the robot chassis is controlled to kept static or move in the position range where the falling point of the badminton is located in a predetermined site according to the falling point of the badminton, the first position information and the second position information, and a racket control assembly is controlled to move on the robot chassis so as to achieve badminton receiving or serving when the robot chassis moves to the position range where the falling point of the badminton is located and stops moving. The robot effectively performs badminton doubles by adopting the method.",CN,A63B 69/00,https://www.wipo.int/ipcpub/?symbol=A63B0069000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108422983,AUXILIARY VEHICLE BRAKING SYSTEM BASED ON ARTIFICIAL INTELLIGENCE,21.08.2018,"The invention provides an auxiliary vehicle braking system based on artificial intelligence. The auxiliary vehicle braking system comprises a signal acquisition module, a central control unit, a cloudserver, a braking mechanism driving module and vacuum braking mechanisms, wherein the central control unit, the cloud server, the braking mechanism driving module and the vacuum braking mechanism arearranged in a vehicle. The cloud server uses vehicle state information obtained before and after each time of auxiliary braking as input values to be input into an auxiliary braking depth-learning neural network and uses an auxiliary braking strategy, an auxiliary braking adjustment instruction and a tire pressure adjusting strategy as output values to learn the auxiliary braking depth-learning neural network. The braking strategy is generated by analyzing running vehicle state signals, the braking mechanism driving module is driven to drive the vacuum braking mechanisms to run according to the braking strategy, the vacuum braking mechanisms are arranged on an automotive chassis and are in contact with the road surface, and vacuum environments are formed at the contact parts. The system can cooperate with an automobile main braking system, a braking distance is remarkably decreased, and the braking stability and safety of a running vehicle are improved.",CN,B60T 1/14,https://www.wipo.int/ipcpub/?symbol=B60T0001140000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108418902,SMART RAILWAY COMPREHENSIVE TRANSPORTATION JUNCTION INTEGRATED CONTROL SYSTEM,17.08.2018,"The invention discloses a smart railway comprehensive transportation junction integrated control system comprising a central control module, a real-time control module, a comprehensive data monitoringmodule, an energy monitoring and energy-saving control module, a comprehensive running information module, a pre-warning and pre-planning module, a comprehensive scheduling module, a passenger service control module and a task and operation module, The system provided by the invention has the advantages that the comprehensive transportation junction is built to be a smart management control system which has high artificial intelligence, and is high integrated, efficient and convenient.",CN,H04L 29/08,https://www.wipo.int/ipcpub/?symbol=H04L0029080000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
2.01741E+11,SYSTEM FOR ADAPTIVE GUIDED AMPHIBIAN ROWING (SAGAR),17.08.2018,"The primary problem with amphibious aircraft is its performance degrading due to the adaptation for water operations. The conventional design of amphibious aircraft which include hull, floats, hydrofoil, sponsons, pontoons etc. will negatively impact the aerodynamic characteristics of the aircraft and also have stability issues, problems due to loading of wave slap, and problems with operation from sea other than calm state. This indicates a strong need of an innovative approach while adapting the aircraft for land and water operations.Hydrodynamic stability of ships and seaplanes or flying boat or amphibious aircraft depend on Weight (in air and water), Geometry, Centre of Gravity, Centre of Buoyancy, Metacentre and the restoring moment created thereby when disturbed from rest. Conventionally this is addressed by floats suitably sized and located along with the hull or the fuselage. While the floats are a proven way of handling the operations in water, the associated penalties in terms of weight, drag etc. are the areas wherein improvements can still be made. Without compromising the flying characteristics of a proven aircraft, meeting the requirements of operations in and out of water is challenging for the amphibious aircraft design. The amphibious aircraft needs to takeoff, land and dock in still and moving water bodies like sea, lakes, rivers etc. where the characteristics of the water body plays major role in the dynamics of the amphibian. Keeping these key aspects of operational requirements, the conceptual invention of a System for Adaptive Guided Amphibian Rowing (SAGAR), helps the amphibious aircraft to maintain its stability, augment its controllability and handling when in water. The concept uses a feedback controller which works on Artificial Intelligence technique such as Artificial Neural Network based adaptive reconfigurable control system taking into consideration of various parameters such as speed, sea state, wave height, etc. to manoeuvre the seaplane with adequate safety for passengers and freight. This system drives a retractable Rowing or paddle mechanism with actuators and associated sensors and will be located within the fuselage. The requirement of float or sponsons or pontoons is avoided by utilizing the benefits offered by SAGAR. This ensures that aerodynamic characteristics of the aircraft are not affected much due to the adaptation for water operations. The SAGAR mechanism offers a scheme in order to improve hydrostatic stability, hydrodynamic stability, water performance, wave performance and also aerodynamic performance of the aircraft. The retractable/ rowing control surfaces of the SAGAR can aid in additional lift generation which would be beneficial to enhance STOL (short take-off and landing) performance of the aircraft on water as well as for land based applications. The SAGAR can be used in amphibious aircraft or seaplane or flying boat for optimum performance on water, land based runway, and in air. This concept can also be used in ships for enhanced water performance under different sea state conditions.",IN,B64C 35/00,https://www.wipo.int/ipcpub/?symbol=B64C0035000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
20180229140,FISH ROBOT,16.08.2018,Provided herein is a fish robot. The fish robot includes a head unit corresponding to head portion of a fish; a driving unit coupled to the head unit to generate driving force by sinusoidal swimming movement; a waterproof cover coupled to the head unit with elasticity in which the driving unit being inserted to be sealed; and a body unit coupled to the head unit with elasticity corresponding to body portion of the fish in which the waterproof cover being inserted to be supported.,US,A63H 23/14,https://www.wipo.int/ipcpub/?symbol=A63H0023140000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108399950,PRIMARY HEADACHE ARTIFICIAL INTELLIGENCE DIAGNOSIS AND DIFFERENTIAL DIAGNOSIS SYSTEM,14.08.2018,"The invention relates to a primary headache artificial intelligence diagnosis and differential diagnosis system comprising a patient information collection unit, a medical record automatic generationunit and a headache intelligent diagnosis unit. The patient information collection unit is used for collection of patient information. The patient information comprises one or more items of a course of headache, a form of the headache, a nature of the headache, duration of the headache, a location of the headache, severity of the headache, presence or absence of aura, duration of the aura, duration of the aura before the headache occurs, and presence or absence of dizziness and vertigo during the headache; presence or absence of fear of sound and photophobia; presence or absence of nausea andvomiting; presence or absence of lacrimation, bulbar conjunctiva hyperremia, and running nose; medical history, and presence or absence of history of use of painkillers; the medical record automatic generation unit is used for automatically generating standard clinic medical records of patients according to the information collected via the patient information collection unit. The headache intelligent diagnosis unit is used for quantifying the collected information into a machine language and comparing all kinds of primary headache types one by one, and final diagnosis and treatment principlesuggestions are generated according to comparison logic.",CN,G16H 50/20,https://www.wipo.int/ipcpub/?symbol=G16H0050200000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108388426,ARTIFICIAL INTELLIGENCE DEVELOPMENT PLATFORM AND SYSTEM,10.08.2018,"An embodiment of the invention discloses an artificial intelligence development platform and system. The artificial intelligence development platform comprises a user terminal, a controller module anda hardware equipment module, wherein the user terminal is connected with the controller module and is used for transmitting a first control command to the controller module by running an artificial intelligence software development platform installed at the user terminal; and the controller module is connected with the hardware equipment module, and is used for controlling the hardware equipmentmodule and receiving feedback signals transmitted by the hardware equipment module according to the received first control command. The artificial intelligence development software platform installedat the user terminal is combined to the controller module and the hardware equipment module, thus, a developer can test on the basis of hardware equipment of an artificial intelligence actual application scenario in a software program development process, program learning and development can be carried out accurately, code debugging and testing can be carried out in real time, and product development and testing efficiency is improved.",CN,G06F 8/30,https://www.wipo.int/ipcpub/?symbol=G06F0008300000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108388877,PIG FACE RECOGNITION METHOD,10.08.2018,"The invention relates to a pig face recognition method, which belongs to the technical field of artificial intelligence. The method comprises the following steps: S1, multiple pigsties are arranged side by side, wherein each pigsty comprises a pigsty entrance arranged oppositely, and the pigsty is internally provided with a camera facing the pigsty entrance; S2, the cameras carry out shooting on pig faces entering the pigsties, and pig face video source data are acquired synchronously; S3, the video source data are uploaded to a server and processed to pig face images; S4, the pig face imagesare screened and labeled, effective pig face images are kept, and the coordinate information of the labeled pig face images is used as image data sources; S5, a model for pig face recognition is trained according to the image data sources; and S6, according to the well-trained pig face recognition model, the acquired pig face video source data are processed automatically. Through adopting a Tensorflow system for pig face recognition, the problem of lacking a technology for pig face recognition currently is solved.",CN,G06K 9/00,https://www.wipo.int/ipcpub/?symbol=G06K0009000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108376404,"MAGE PROCESSING METHOD AND APPARATUS, ELECTRONIC DEVICE, AND COMPUTER-READABLE STORAGE MEDIUM",07.08.2018,"The application relates to an image processing method and apparatus, an electronic device, and a computer-readable storage medium. The method comprises: a to-be-processed image is obtained; the to-be-processed image is inputted into an artificial intelligence (AI) image segmentation model for segmentation processing to obtain a segmented image region, wherein the AI image segmentation model is obtained by training according to a face image and a scene image; and the type of the image region after segmentation is identified and corresponding white balance processing is carried out based on thetype of the image region. Because the AI segmentation is performed on the region in the image and white balance processing is performed according to the segmented image, the image content is considered fully and different contents are processed by using different white balance parameters, so that a problem of poor image shooting image is solved and thus the picture becomes natural.",CN,G06T 7/11,https://www.wipo.int/ipcpub/?symbol=G06T0007110000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
207694221,INTERACTIVE SPORTS EXERCISE DEVICE OF INTELLIGENCE,07.08.2018,"The utility model relates to an artificial intelligence technique field discloses an interactive sports exercise device of intelligence, including the big data processing center of cloud platform, electrical power generating system, central processing system, storage module, communication module, combination formula casing, human -computer interaction system, audio/visual communication system, mobile reception control terminal. The utility model discloses a there are a plurality of specifications in assembled shell and audio/visual communication system according to system's model configurationdifference, has the mutual form of multiple input, simple device structure, is easy to carry out, and the automation is high, have intelligent characteristics, its power source is photovoltaic powergeneration technique and the combination of municipality ferroelectric phase simultaneously, provide required electric energy with the electric energy of light energy conversion for each module, energy pressure has been alleviated, energy -concerving and environment -protective effect has been reached, each module cooperation is used and to be realized light the exercise, the body -building by scientific methods, knowledge learning, the mesh of the supplementary health control of artificial intelligence.",CN,A63B 71/06,https://www.wipo.int/ipcpub/?symbol=A63B0071060000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108341184,INTELLIGENT SORTING GARBAGE CAN,31.07.2018,"The invention discloses an intelligent sorting garbage can, and relates to the technical field of garbage sorting. The intelligent sorting garbage can comprises a garbage can body; a plurality of sorting sub-garbage can bodies are arranged in the garbage can body; an throw-in door is arranged on a garbage can cover; a sorting device comprises a moving device, a positioning device and a placing platform; a main controller controls a turnover plate mechanism or an opening and closing mechanism in a driving mode and controls opening and closing of the throw-in door in a driving mode; and an automatic garbage identification system based on artificial intelligence and a machine deep learning algorithm comprises a camera arranged in the garbage can body. According to the intelligent sorting garbage can, multi-angle shooting is carried out on garbage on the placing platform through the camera, the types of the garbage to be detected can be identified through the artificial intelligence and the machine deep learning algorithm, a sorting mechanism rotates a sorting platform to the position above collecting ports of the different sub-garbage can bodies through a control system, the turnoverplate mechanism or the opening and closing mechanism is controlled to be opened, the garbage fall into the different collecting ports, so that the garbage can be automatically sorted and processed, the sorting precision can be improved, and the labor amount of garbage sorting can be decreased.",CN,B65F 1/00,https://www.wipo.int/ipcpub/?symbol=B65F0001000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108334950,POWER DISTRIBUTION NETWORK RECONSTRUCTION METHOD APPLYING SINGLE PARENT GENETIC ALGORITHM,27.07.2018,"The invention relates to a power distribution network reconstruction method applying a single parent genetic algorithm, and belongs to the technical field of distribution network automation and artificial intelligence distribution networks. Through the technical scheme, the method comprises the following steps: carrying out chromosome coding; generating an initial group; calculating the fitness function value of each individual inside the group; carrying out selection operation; carrying out PGA gene shifting operation; carrying out PGA gene mutation operation; generating a new generation of group; judging a convergence criterion according to the new generation of group, outputting the result if the criterion is met, and ending the program. The method has the beneficial effects that the single parent genetic algorithm (PGA) which is relatively effective for solving a combinational optimization problem is introduced into a power distribution network for reconstruction, the effect of double-parent crossover operator which is severely damage for scheme feasibility in a conventional genetic algorithm is eliminated, an object-oriented power distribution network model is established, thesingle parent genetic algorithm is packaged effectively, and the reconstruction of the power distribution network has flexibility, openness, easy maintenance and data completeness.",CN,G06N 3/12,https://www.wipo.int/ipcpub/?symbol=G06N0003120000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
WO/2018/134960,"DIALOG PROCESSING SERVER, CONTROL METHOD FOR DIALOG PROCESSING SERVER, AND TERMINAL",26.07.2018,"The present invention enables dialog between AIs. A dialog processing server 9 is provided with: a relay unit 43 that communicates with both a first information processing terminal 4A and a second information processing terminal 4B, which are portable or vehicle-mounted terminals and which each have an input/output interface unit 30 for communicating with an external artificial intelligence; and a determination unit 45 that determines whether predetermined dialog conditions are met. This dialog processing server 9 is configured to allow the artificial intelligence with which the first terminal communicates to receive dialog content generated by the artificial intelligence with which the second terminal communicates, and vice versa, if said dialog conditions are met.",WO,G06N 3/00,https://www.wipo.int/ipcpub/?symbol=G06N0003000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108310636,MULTI-POINT MUSCLE STIMULATOR,24.07.2018,"The present invention relates to a multi-point muscle stimulator. The multi-point muscle stimulator comprises a controller, an abdomen simulator, a leg simulator and an arm simulator. The abdomen simulator, the leg simulator and the arm simulator are arranged at one side of the controller, the controller is internally provided with a single chip microcomputer, and the single chip microcomputer isinternally provided with a signal receiving module, a data analysis module, an A/D conversion module, a time regulation module and a current control module. The multi-point muscle stimulator is arranged to achieve common simulation for muscles at different parts so as to improve the working efficiency, different output currents are employed to generate strong and weak simulation signals for the muscles to simulate the muscles so as to achieve a treatment effect and achieve an effect on exercise of the muscles, the trinitized arrangement of the computer field, the electricity field and an intelligent control system is employed to achieve artificial intelligence, the structure is simple, the operation mode is simple, usage is safe, the muscles can be subjected to multi-point simulation, andthe simulation efficiency can be improved.",CN,A61N 1/36,https://www.wipo.int/ipcpub/?symbol=A61N0001360000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108312150,BUILDING SERVICE ROBOT,24.07.2018,"The invention provides a building service robot, and relates to the technical field of artificial intelligence. The building service robot comprises a storage space, a motion mechanism, a sensor module and a navigation module; the motion mechanism comprises multi-joint legs, trundles arranged on the tail ends of the multi-joint legs and mechanical arms; the multi-joint legs are used for crossing over the obstacles or climbing ladders, the trundles are used for high-speed displacement, the mechanical arms are used for operating an elevator, the sensor module at least comprises a laser radar sensor, and a high-speed camera used for recognizing the position or avoiding obstacles, the navigation module comprises an electronic map used for providing a track route. Full-weather building serviceexecution can be achieved, the life of the crowd can be facilitated, the material and manpower input can be reduced, and the community service quality can be improved.",CN,B25J 11/00,https://www.wipo.int/ipcpub/?symbol=B25J0011000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108303508,ECOLOGICAL AND ENVIRONMENTAL WARNING SYSTEM AND METHOD BASED ON LASER RADAR AND DEEP LEARNING PATH OPTIMIZATION,20.07.2018,"The invention discloses an ecological and environmental warning system and method based on laser radar and deep learning path optimization. The system comprises an ecological and environmental warningboat and a bank-based server, wherein the ecological and environmental warning boat comprises a core control module, a sailing drive module, a water quality detection module, an intelligent obstacleavoidance evidence module, a communication module and a power module; the bank-based server comprises a data analysis module and a route planning module; the bank-based server is used for checking theposition of the ecological and environmental warning boat, receiving and analyzing data passed back by the ecological and environmental warning boat, planning the path of the ecological and environmental warning boat and predicting a central position of the pollution source according to multi-point data; the ecological and environmental warning boat completes water quality monitoring and samplingunder the optimal path and treats slight pollution on premise of performing data analysis and path planning by the bank-based server. The problems that the traditional water quality monitoring is greatly limited by the environment, the sampling period is long, much money is spent and the like can be accurately solved, and application of artificial intelligence in an aspect of improving the ecological environment is really realized.",CN,G01N 33/18,https://www.wipo.int/ipcpub/?symbol=G01N0033180000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108302980,STATIC-TO-STATIC OPTICAL DIRECT AIMING METHOD BASED ON BORE AND DIRECT AIMING DEVICE,20.07.2018,"The invention discloses a static-to-static optical direct aiming method based on a bore. The method includes the following steps that an optical direct aiming system is placed into the bore; scenery in front of a gun barrel is obtained; scenery image reproduction is generated based on the obtained scenery in front of the gun barrel; the scenery image reproduction is provided for a display screen;and based on the relative positions of the scenery image reproduction and a front sight, a gun turret is horizontally rotated, the gun barrel is vertically adjusted, and a target is aligned at the front sight. By means of the aiming method, line-free connection between the aiming system and a tank can be guaranteed, the condition that aiming cannot be achieved due to differences is avoided, all-time correction for parallelism of an aiming line and the gun axis is not needed, the target can be aimed at any time and any place when an aiming system of the tank breaks down, and high-hit rate static-to-static optical direct aiming shooting is achieved through mechanical direct gun barrel operation. According to the aiming method, image treatment and artificial intelligence algorithms are used,the aiming difficulty is reduced, and the hitting accuracy is guaranteed.",CN,F41G 1/16,https://www.wipo.int/ipcpub/?symbol=F41G0001160000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
108304625,GENETIC PROGRAMMING METHOD FOR ARTIFICIAL INTELLIGENCE PROGRAMMER WRITING OF DIGITAL AIRCRAFT CODE,20.07.2018,"The invention provides a genetic programming method for the artificial intelligence programmer writing of a digital aircraft code. The method specifically comprises the following steps that: determining the target sample component of each component in a digital aircraft to input and store an instruction vector, a state vector in the component and a component output physical amount vector, converting into a genetic programming input vector and a genetic programming target output vector, carrying out a genetic programming operation, and optimizing the model function of each component according to a fitness value to reasonably finish the genetic programming decision of the digital aircraft code. According to the method, the writing automation and intellectualization of the digital aircraft code are realized, and the simulation cost of the aircraft is lowered.",CN,G06F 30/20,https://www.wipo.int/ipcpub/?symbol=G06F0030200000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
